inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se, Goal
247,-23,0.19,0.15,0.39,0.8,-18,-1,-0.016,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.0014
130,5,0.03,0.03,0.4,-0.6,-8,-4,0.007,0.1,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.018,-7.00E-04
85,11,0.28,0.06,0.44,-0.1,-10,-4,-0.005,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
-98,-10,0.02,0.09,0.63,-0.8,-7,-10,0.004,0,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
-72,-43,-0.19,0.15,0.95,-0.7,-14,-6,0.011,-0.3,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,-8.00E-04
-295,5,0.34,0.1,0.81,1,-9,-9,-0.02,0.8,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,-0.003,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.02,-0.001
-31,23,-0.05,0.1,0.65,1.9,-4,-11,-0.017,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-6.00E-04
-59,-6,-0.12,0,0.54,-0.5,-7,2,0.007,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
72,-21,0.37,-0.1,0.56,-0.5,-11,16,-0.005,-0.5,0.024,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.001,0,0.001,0,0,0,0,0,0,0,-0.001,0,0,0,0.6,0.022,-8.00E-04
262,-18,0.16,-0.12,0.22,-1,-10,17,0.006,-0.3,0.02,0.02,0.02,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0,0,0.002,0,0.001,0,0,0,0,0,0.001,0,0,0,0.5,0.016,-7.00E-04
125,-31,0.11,0.14,0.42,0.3,-7,-13,-0.002,-1.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
436,-32,-0.26,0.09,0.15,0.6,-15,1,0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-9.00E-04
-26,2,-0.44,0.14,0.58,-0.4,-12,-4,0.007,-1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
117,-13,0.23,0.11,0.5,0.3,-13,-6,-0.006,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0011
-41,39,0.22,0.09,0.6,-0.4,-6,-8,0.006,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
71,-31,-0.3,-0.04,0.43,-1.5,-7,5,0.006,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-3.00E-04
-60,67,0.33,0.02,0.55,0.4,-8,1,-0.002,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.00E-04
-17,-28,0.2,-0.01,0.51,-1.1,-11,5,0.014,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.5,0.017,-8.00E-04
-203,7,-0.31,0.13,0.81,0.9,-9,-7,-0.018,-1.5,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-4.00E-04
-65,-32,0.07,-0.04,0.54,0.6,-9,7,-0.003,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-8.00E-04
23,-40,0.14,0.25,0.55,0.7,-10,-12,-0.024,-2.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0013
-331,-2,0.08,0.1,0.92,0.9,-9,-2,-0.013,-1.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
330,-48,-0.31,-0.01,0.44,-0.6,-14,8,0.003,-0.1,0.029,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-0.001
-5,17,0.15,-0.13,0.45,-1.7,-9,20,0.015,-1.1,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.016,0.016,0.015,0.015,0.015,-0.002,0,0,0,0,0,0.001,0,0.002,0,0.001,0,0,0,0.4,0.015,-6.00E-04
103,3,-0.18,-0.09,0.34,-0.1,-6,10,0.009,0.4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-4.00E-04
183,-8,-0.25,-0.06,0.33,-0.1,-6,6,0.004,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
137,-29,-0.28,0.02,0.38,0.6,-5,-2,-0.012,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
135,-50,-0.18,0.02,0.38,-0.5,-6,-1,-0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
-293,11,-0.46,0.36,1.26,2.6,-15,-25,-0.046,0.2,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.034,0.034,0.035,0.035,0.035,0.035,0.035,0,0,0,0,-0.001,0,-0.002,0,-0.002,0,0,0,0,0,1,0.035,-0.0011
4,9,0.15,0.08,0.52,-0.6,-7,-8,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
-266,6,0.28,0.03,1.04,1.4,-7,-10,-0.01,1.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0.8,0.027,-8.00E-04
264,-41,-0.24,-0.08,0.19,-0.8,-8,15,-0.003,-1.2,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.4,0.015,-7.00E-04
-71,-40,-0.06,0.25,1.17,0.3,-20,-3,-0.022,-0.2,0.036,0.035,0.035,0.035,0.035,0.037,0.037,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.001,0,0,0,-0.003,0,-0.004,0,0,0,0,0,0,0,1.1,0.04,-0.0018
4,-38,-0.34,0.01,0.48,1.2,-6,6,0.003,-1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.017,-7.00E-04
-10,8,0.17,0.45,0.67,1.1,-14,-24,-0.009,-2.7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-0.001
320,-52,0.4,-0.14,0.17,-0.8,-7,16,0.011,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.016,-5.00E-04
438,10,0.32,0.11,0.14,0.4,-12,3,0.004,-2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-8.00E-04
-224,22,-0.25,0.21,0.79,-1.3,-16,-11,0.01,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.001
-65,-9,0.3,0.06,0.86,0.3,-7,-5,-0.002,-0.2,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-8.00E-04
-283,-21,-0.16,0.15,1.11,0.6,-15,-14,-0.013,2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.029,0.029,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.8,0.03,-0.0012
-316,-4,0.22,0.04,0.81,-0.7,-16,4,0,0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0,0,0,0,0,0,-0.001,0,0,0,-0.002,0,-0.001,0,0.5,0.019,-0.0011
159,-14,-0.35,-0.06,0.36,0.8,-5,6,0.002,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
94,-24,-0.19,0.04,0.44,0.5,-5,-5,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
542,-13,0.35,0.23,0.07,0.4,-14,-4,0.003,-3.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.6,0.02,-0.0011
305,17,0.08,0.13,0.32,-0.9,-16,-3,0.007,-0.2,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-9.00E-04
-179,-60,-0.7,-0.26,0.54,-0.4,-6,28,0.009,0.5,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.4,0.012,-3.00E-04
198,42,0.15,0.28,0.38,-0.9,-7,-18,0.007,-3.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
-47,5,-0.04,0.09,0.58,0.2,-7,-9,-0.015,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,-0.001,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
-130,42,0.18,0.24,0.85,-1.3,-12,-5,0.003,-3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-6.00E-04
-324,-20,-0.29,-0.05,0.82,-0.5,-11,-4,-0.025,4.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
-456,-32,0.41,0.03,1.06,0.1,-18,-2,0.016,2.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.023,-0.0013
180,-31,-0.29,-0.06,0.32,0.8,-6,7,-0.006,0,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-21,-12,0.56,0.02,0.51,-0.3,-10,2,0.011,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-9.00E-04
-242,0,0.36,0.09,0.76,0.7,-14,-1,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0011
198,-19,0.43,-0.05,0.29,0.4,-7,15,-0.013,-2.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-8.00E-04
130,-20,0.13,-0.04,0.35,-0.7,-8,6,0.009,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.016,-6.00E-04
-477,61,-0.18,-0.18,0.92,0.5,-5,-2,-0.004,3.8,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.016,-4.00E-04
158,-35,0.37,0.09,0.44,-0.5,-19,10,0.028,-0.4,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.6,0.021,-0.0015
264,-9,0.12,0.24,0.54,1.3,-8,-7,-0.024,-1.6,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.8,0.031,-7.00E-04
168,-39,-0.02,0.27,0.4,0.7,-9,-5,0.003,-5.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-7.00E-04
-482,2,-0.27,0.07,0.97,0.7,-12,-2,-0.017,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
-285,-9,0.13,-0.03,0.76,0.5,-7,3,-0.004,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
240,-53,-0.07,0.23,0.41,0.6,-19,-11,-0.005,1.6,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.024,-0.0012
-315,-1,0.06,0.3,0.89,-0.6,-19,-17,-0.016,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.6,0.023,-0.0013
389,-18,-0.18,-0.08,0.11,0.5,-6,10,-0.008,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.00E-04
188,-29,-0.21,0.36,1.12,0.2,-12,-4,-0.014,-3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.05,-0.0016
146,-4,0.59,0.15,0.43,1.2,-12,-12,-0.006,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0012
-364,-26,0.05,-0.05,0.8,-1.2,-9,11,0.013,-1.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
-395,-14,-0.36,0.28,0.97,-0.4,-19,-13,-0.011,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.023,0,0,0,0,0,0,-0.002,0,0,0,0,0,-0.002,0,0.6,0.023,-9.00E-04
421,-58,-0.13,-0.02,0.09,-1.8,-22,24,0.04,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-9.00E-04
92,-23,0.15,0.05,0.43,0.5,-12,2,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
141,-20,-0.25,0.13,0.41,-0.9,-14,-6,0.003,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-8.00E-04
70,-12,0.37,0.08,0.48,1.5,-5,-13,-0.009,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
1,-56,-0.65,-0.1,0.44,0,-6,12,-0.011,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0,0,0,0,0,0,-0.001,0,-0.001,0,0.001,0,0,0,0.4,0.015,-3.00E-04
30,7,0.59,0.11,0.52,0.7,-9,-10,0.002,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0015
232,-16,-0.04,0.09,0.37,0.9,-17,4,-0.005,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0014
-144,4,0.46,0.25,0.76,-0.8,-21,-7,0.011,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.0014
363,-41,0.48,0.01,0.16,-0.8,-12,7,0.004,-0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-9.00E-04
331,-25,0.41,0.09,0.26,0.1,-11,-6,0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-8.00E-04
-291,8,0.15,-0.02,0.76,0.2,-12,7,0.014,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
-288,-25,-0.86,0.03,0.76,-1.3,-14,6,0.015,1.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0.5,0.018,-3.00E-04
-306,44,-0.47,0.08,0.84,0.4,-8,-7,-0.003,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
-526,28,0.19,-0.18,0.97,1.6,-6,1,-0.005,4,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
484,10,0.05,0.01,0.07,-0.5,-6,1,0.01,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
119,4,-0.03,0.02,0.41,-0.4,-6,-5,0.003,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
190,-54,0.21,0.04,0.64,0.4,-6,-3,-0.007,-0.2,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-8.00E-04
209,2,-0.42,0.21,0.9,-0.6,-14,-8,-0.003,-0.3,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,1.2,0.041,-0.0015
-189,-24,-0.31,0.09,0.68,0.7,-17,4,-0.015,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
-454,-7,0.2,0.17,1.71,0.7,-11,-11,-0.002,0.3,0.037,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.041,0.041,0.042,-0.002,0,0,0,0,0,0,0,0,0,-0.004,0,-0.002,0,1.2,0.042,-0.0017
-390,-62,-0.42,-0.21,0.86,1,-14,16,-0.02,3.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-9.00E-04
98,33,0.24,0.13,0.46,-0.8,-10,-13,0.006,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
320,17,0.1,0.15,0.21,-1.5,-14,17,0.025,-4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
379,64,0.45,0.16,0.23,-1,-9,-20,0.004,0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-6.00E-04
134,-23,-0.22,0.07,0.46,0.5,-10,-8,-0.022,0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5.00E-04
-196,1,-0.13,0,0.69,0.9,-12,4,-0.018,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
-113,-15,0.5,0.3,0.73,1.9,-18,-17,-0.025,-1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.023,-0.0014
203,12,0.28,0.09,0.36,1.2,-12,-4,-0.003,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-200,-36,-0.18,-0.12,0.74,0.9,-10,-3,0.013,2.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.018,-9.00E-04
118,-45,0.11,-0.04,0.4,0.4,-8,6,0.001,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
